X [s]	1 Gast Med [V]	2 T Ant [V]	3 R Fem [V]	4 B Fem [V]	
16.655758	2.375020e-05	4.688602e-05	1.953427e-05	2.464342e-05	
16.656759	2.339048e-05	4.610860e-05	1.921395e-05	2.428044e-05	
16.657760	2.302984e-05	4.533169e-05	1.889276e-05	2.391577e-05	
16.658761	2.266922e-05	4.455703e-05	1.857156e-05	2.355042e-05	
16.659762	2.230958e-05	4.378634e-05	1.825125e-05	2.318543e-05	
16.660763	2.195185e-05	4.302138e-05	1.793270e-05	2.282182e-05	
16.661764	2.159698e-05	4.226385e-05	1.761680e-05	2.246061e-05	
16.662765	2.124592e-05	4.151552e-05	1.730442e-05	2.210283e-05	
16.663765	2.089960e-05	4.077809e-05	1.699646e-05	2.174950e-05	
16.664766	2.055897e-05	4.005332e-05	1.669378e-05	2.140165e-05	
16.665767	2.022498e-05	3.934293e-05	1.639727e-05	2.106030e-05	
16.666768	1.989858e-05	3.864865e-05	1.610782e-05	2.072647e-05	
16.667769	1.958070e-05	3.797223e-05	1.582630e-05	2.040119e-05	
16.668770	1.927228e-05	3.731539e-05	1.555359e-05	2.008549e-05	
16.669771	1.897429e-05	3.667987e-05	1.529059e-05	1.978039e-05	
16.670772	1.868765e-05	3.606740e-05	1.503816e-05	1.948692e-05	
16.671773	1.841331e-05	3.547971e-05	1.479718e-05	1.920609e-05	
16.672774	1.815223e-05	3.491855e-05	1.456855e-05	1.893894e-05	
16.673775	1.790533e-05	3.438563e-05	1.435314e-05	1.868648e-05	
16.674776	1.767357e-05	3.388270e-05	1.415183e-05	1.844974e-05	
16.675777	1.745739e-05	3.341060e-05	1.396505e-05	1.822924e-05	
16.676778	1.725635e-05	3.296860e-05	1.379238e-05	1.802460e-05	
16.677779	1.706992e-05	3.255577e-05	1.363335e-05	1.783533e-05	
16.678780	1.689754e-05	3.217122e-05	1.348745e-05	1.766095e-05	
16.679781	1.673868e-05	3.181402e-05	1.335420e-05	1.750096e-05	
16.680782	1.659281e-05	3.148326e-05	1.323309e-05	1.735488e-05	
16.681783	1.645937e-05	3.117804e-05	1.312365e-05	1.722224e-05	
16.682784	1.633783e-05	3.089743e-05	1.302538e-05	1.710254e-05	
16.683785	1.622765e-05	3.064052e-05	1.293777e-05	1.699529e-05	
16.684786	1.612829e-05	3.040640e-05	1.286036e-05	1.690002e-05	
16.685786	1.603921e-05	3.019417e-05	1.279263e-05	1.681623e-05	
16.686787	1.595986e-05	3.000289e-05	1.273409e-05	1.674345e-05	
16.687788	1.588971e-05	2.983167e-05	1.268427e-05	1.668118e-05	
16.688789	1.582822e-05	2.967959e-05	1.264265e-05	1.662895e-05	
16.689790	1.577485e-05	2.954573e-05	1.260876e-05	1.658626e-05	
16.690791	1.572905e-05	2.942919e-05	1.258209e-05	1.655263e-05	
16.691792	1.569029e-05	2.932905e-05	1.256216e-05	1.652757e-05	
16.692793	1.565803e-05	2.924439e-05	1.254847e-05	1.651061e-05	
16.693794	1.563172e-05	2.917431e-05	1.254053e-05	1.650125e-05	
16.694795	1.561082e-05	2.911789e-05	1.253785e-05	1.649901e-05	
16.695796	1.559481e-05	2.907421e-05	1.253993e-05	1.650340e-05	
16.696797	1.558312e-05	2.904237e-05	1.254629e-05	1.651394e-05	
16.697798	1.557523e-05	2.902146e-05	1.255642e-05	1.653014e-05	
16.698799	1.557060e-05	2.901055e-05	1.256985e-05	1.655153e-05	
16.699800	1.556868e-05	2.900874e-05	1.258607e-05	1.657760e-05	
16.700801	1.556893e-05	2.901512e-05	1.260459e-05	1.660788e-05	
16.701802	1.557082e-05	2.902876e-05	1.262493e-05	1.664189e-05	
16.702803	1.557380e-05	2.904876e-05	1.264658e-05	1.667913e-05	
16.703804	1.557733e-05	2.907421e-05	1.266906e-05	1.671912e-05	
16.704805	1.558087e-05	2.910419e-05	1.269187e-05	1.676137e-05	
16.705806	1.558389e-05	2.913778e-05	1.271452e-05	1.680541e-05	
16.706806	1.558584e-05	2.917409e-05	1.273652e-05	1.685074e-05	
16.707807	1.558618e-05	2.921218e-05	1.275737e-05	1.689689e-05	
16.708808	1.558437e-05	2.925116e-05	1.277659e-05	1.694335e-05	
16.709809	1.557987e-05	2.929010e-05	1.279369e-05	1.698966e-05	
16.710810	1.557215e-05	2.932809e-05	1.280815e-05	1.703532e-05	
16.711811	1.556065e-05	2.936423e-05	1.281951e-05	1.707985e-05	
16.712812	1.554484e-05	2.939759e-05	1.282726e-05	1.712276e-05	
16.713813	1.552419e-05	2.942727e-05	1.283091e-05	1.716357e-05	
16.714814	1.549814e-05	2.945235e-05	1.282997e-05	1.720180e-05	
16.715815	1.546616e-05	2.947193e-05	1.282395e-05	1.723694e-05	
16.716816	1.542771e-05	2.948507e-05	1.281235e-05	1.726854e-05	
16.717817	1.538225e-05	2.949088e-05	1.279468e-05	1.729608e-05	
16.718818	1.532924e-05	2.948844e-05	1.277045e-05	1.731910e-05	
16.719819	1.526813e-05	2.947684e-05	1.273916e-05	1.733711e-05	
16.720820	1.519840e-05	2.945516e-05	1.270034e-05	1.734962e-05	
16.721821	1.511949e-05	2.942249e-05	1.265347e-05	1.735614e-05	
16.722822	1.503087e-05	2.937792e-05	1.259807e-05	1.735619e-05	
16.723823	1.493199e-05	2.932054e-05	1.253365e-05	1.734928e-05	
16.724824	1.482233e-05	2.924944e-05	1.245972e-05	1.733494e-05	
16.725825	1.470168e-05	2.916423e-05	1.237609e-05	1.731293e-05	
16.726826	1.457043e-05	2.906538e-05	1.228309e-05	1.728341e-05	
16.727827	1.442898e-05	2.895343e-05	1.218106e-05	1.724658e-05	
16.728827	1.427775e-05	2.882892e-05	1.207037e-05	1.720265e-05	
16.729828	1.411716e-05	2.869238e-05	1.195137e-05	1.715181e-05	
16.730829	1.394763e-05	2.854435e-05	1.182443e-05	1.709426e-05	
16.731830	1.376957e-05	2.838537e-05	1.168990e-05	1.703021e-05	
16.732831	1.358340e-05	2.821598e-05	1.154813e-05	1.695986e-05	
16.733832	1.338955e-05	2.803672e-05	1.139949e-05	1.688340e-05	
16.734833	1.318842e-05	2.784813e-05	1.124434e-05	1.680104e-05	
16.735834	1.298043e-05	2.765075e-05	1.108303e-05	1.671299e-05	
16.736835	1.276601e-05	2.744510e-05	1.091592e-05	1.661943e-05	
16.737836	1.254556e-05	2.723175e-05	1.074336e-05	1.652057e-05	
16.738837	1.231951e-05	2.701121e-05	1.056573e-05	1.641661e-05	
16.739838	1.208828e-05	2.678403e-05	1.038337e-05	1.630775e-05	
16.740839	1.185228e-05	2.655075e-05	1.019665e-05	1.619419e-05	
16.741840	1.161192e-05	2.631191e-05	1.000591e-05	1.607614e-05	
16.742841	1.136764e-05	2.606804e-05	9.811530e-06	1.595379e-05	
16.743842	1.111983e-05	2.581969e-05	9.613853e-06	1.582735e-05	
16.744843	1.086893e-05	2.556739e-05	9.413243e-06	1.569701e-05	
16.745844	1.061535e-05	2.531168e-05	9.210057e-06	1.556298e-05	
16.746845	1.035950e-05	2.505311e-05	9.004653e-06	1.542545e-05	
