X [s]	1 Gast Med [V]	2 T Ant [V]	3 R Fem [V]	4 B Fem [V]	
22.202286	1.283803e-06	-3.733099e-06	-1.145607e-06	4.061930e-06	
22.203287	-7.223688e-06	5.788982e-06	-3.142708e-06	-2.075904e-05	
22.204288	-1.217304e-05	3.094318e-05	-1.584537e-06	-2.692180e-05	
22.205289	-1.250765e-05	6.174221e-06	8.713655e-08	-1.305800e-05	
22.206290	-7.992159e-06	-3.857111e-05	2.711277e-06	-6.228524e-06	
22.207291	-8.709562e-07	-8.822842e-05	6.900976e-06	-5.526630e-06	
22.208292	-1.180457e-06	-1.833132e-04	7.637722e-06	6.625932e-06	
22.209292	-6.671783e-06	-1.295690e-04	2.242442e-06	1.692233e-05	
22.210293	-1.534672e-05	1.410149e-05	-1.080311e-06	1.905237e-05	
22.211294	-2.717177e-05	6.127560e-05	1.204748e-06	1.868595e-05	
22.212295	-2.448640e-05	5.516227e-05	-2.472534e-07	8.080879e-06	
22.213296	-9.199406e-06	-2.308826e-05	-3.915068e-06	-6.680588e-06	
